"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MTRNR2L11",2367.38951669468,1.00859949452628,0.235847083403493,4.27649763554949,1.89856572437477e-05,0.0135272807861702
"STATH",73.1259449019693,2.8841121784455,0.668068231907783,4.31709223803297,1.58098104037016e-05,0.0135272807861702
"FTH1",1142.60133209004,1.56040114777741,0.395924823914612,3.94115512220051,8.10901620131025e-05,0.0385178269562237
"ARFGEF2",64.2008142113408,-1.63682466026548,0.433672835310634,-3.77433061744125,0.000160437872361785,0.0402688405243281
"IGHG1",71.5353670255009,-6.00425564296558,1.59665098648929,-3.76053107020445,0.000169553012734013,0.0402688405243281
"MTND2P28",1921.32587655034,-1.01323558911987,0.267714686201585,-3.78475907876388,0.000153857553332726,0.0402688405243281
"MUC5B",100.566605603831,2.21492263412647,0.603596916056265,3.66953934854102,0.000242987935454287,0.0432822260027949
"NCF2",88.4823357945141,2.23262182614198,0.606649231913331,3.68025163256276,0.000233003909563611,0.0432822260027949
"EGR1",81.5185704812034,2.26862012613801,0.642956046616159,3.52842179193683,0.000418045456689758,0.0496428979819087
"RILPL2",55.4877649374193,1.89650015477089,0.533222169596891,3.55667911595765,0.000375572440616808,0.0496428979819087
"S100A9",126.135087152928,2.67472711588711,0.748150910236955,3.57511710443547,0.000350071168679761,0.0496428979819087
"TRIB1",89.1486929088572,2.07054869353933,0.584961960327837,3.53962964083837,0.000400688914514316,0.0496428979819087
"S100A6",65.2805850116875,1.68043194550945,0.486793229850185,3.45204461045323,0.000556355734447802,0.0609851478144706
"CXCL17",64.1858445979592,1.48169262966056,0.437364511500789,3.38777516396157,0.00070461999070348,0.0717202490537471
"IKZF3",123.138868848423,-1.97078304720076,0.587344021970681,-3.35541517999674,0.000792459537394802,0.0752836560525062
"SLPI",102.442477903704,1.46388237376956,0.441570849211137,3.31516986772287,0.000915874510986296,0.081570073634717
"FOS",152.099708279454,2.39625381181342,0.764493705716511,3.13443236209194,0.00172186944237851,0.144333173846434
"DDI2",66.7691268024739,-1.26819359835706,0.411577746533115,-3.08129778405069,0.00206100415500237,0.146846546043919
"DUSP1",145.818255091939,1.94589831886012,0.628039845695833,3.09836761504228,0.00194589886542433,0.146846546043919
"IFITM2",194.867193647414,1.87211210952618,0.605422515349962,3.09224064526905,0.0019865173732064,0.146846546043919
"FNTA",70.0707651983649,1.43278031241356,0.490255037503402,2.92252032678729,0.0034721095694464,0.223437873969083
"IGKC",69.5908936705861,-3.79336368633601,1.2970783525355,-2.92454475006914,0.00344960476484243,0.223437873969083
"MNDA",123.520809699453,1.8983519811556,0.652200946716487,2.91068571843214,0.00360636568511502,0.223437873969083
"S100A11",174.17674457223,1.07722036797988,0.372159879204667,2.89450966687214,0.00379751216494233,0.225477284793451
"SMG1",214.239584043827,-1.27205144611055,0.442189466687468,-2.87671132385796,0.00401843026138622,0.229050524899014
"LGALS3",67.5772494926921,1.22520120356025,0.429719178747215,2.85116714392908,0.0043559065504861,0.238737185940103
"ATF7IP",142.887683921378,-1.08195060514668,0.385204579588332,-2.80876880099131,0.00497313468074331,0.261029189584944
"MT-ND3",221.407056306373,0.618848300892877,0.221110544912055,2.79881857800595,0.00512899460237082,0.261029189584944
"AGR2",86.2762257910368,1.05697587800782,0.383018623396065,2.75959395560472,0.00578732428576327,0.275234423989276
"BCL2A1",72.6781884539089,2.10699266759521,0.764728985544379,2.75521486359685,0.00586536034846592,0.275234423989276
"ST6GAL1",60.4128346896388,-1.30292686207117,0.47405669805233,-2.74846208781411,0.00598755589029301,0.275234423989276
"LITAF",219.848159715591,1.30737931969563,0.485395319078442,2.69343207136357,0.00707205547218883,0.314927470245909
"ELK4",102.794265029984,-1.15653252924638,0.440192840299113,-2.62733153147268,0.00860574431898247,0.322715411961843
"HNRNPD",58.4110977923601,-1.13414904177801,0.42476957022981,-2.67003364003784,0.00758436479603102,0.322715411961843
"IFI44L",355.51078228093,-1.31148711056423,0.495896920130419,-2.64467686191581,0.00817689622509876,0.322715411961843
"LPP",161.399469187609,-1.10657987160048,0.418222239769943,-2.64591350333066,0.00814706456719499,0.322715411961843
"SERPINB1",65.6457383456291,1.20177886330859,0.457348348457854,2.62771007561501,0.00859617455458269,0.322715411961843
"SMG1P3",61.4131127461998,-2.37616992301042,0.893596817178292,-2.65910741548258,0.00783479795190475,0.322715411961843
"BPIFA1",143.721804346472,1.54504207405818,0.594483488247217,2.59896549627241,0.00935051713574279,0.329690010222011
"EIF1",124.779143743702,0.993679940568158,0.380691567829736,2.61019687468513,0.00904901284272844,0.329690010222011
"NFKBIA",110.256132610236,1.53063639735001,0.590061152281694,2.59403011269464,0.00948581783796663,0.329690010222011
"ADGRE2",68.0926786369341,1.70654909732746,0.673044847107664,2.53556520737238,0.0112266025240428,0.361922877787388
"CBX5",99.0628968186946,-1.12230565546119,0.443357814417157,-2.53137673221478,0.0113615744840464,0.361922877787388
"PTGS2",106.125125699208,1.85271904208128,0.732186047094043,2.53039381101907,0.0113934566784791,0.361922877787388
"RNF19B",66.9767957549018,1.23464200249608,0.489208469954733,2.52375434671097,0.0116109033002006,0.361922877787388
"SF3B3",58.4394133565433,-1.08315897718846,0.429556763183067,-2.5215735614593,0.0116831244759438,0.361922877787388
"FTL",1191.72493098802,1.11264062350404,0.445668844274424,2.49656362072041,0.0125403171414169,0.373205885539212
"SOS1",63.9018410945871,-1.04498058690486,0.418713645891575,-2.49569269394066,0.0125711456181629,0.373205885539212
"IL1B",161.358703689422,2.00195433829961,0.81496781567554,2.45648269758992,0.0140304558377778,0.408028562629252
"CLEC7A",62.8415134432496,1.48564047490845,0.609357176760135,2.43804542158245,0.0147669183875292,0.420857174044582
"H3-3A",142.217063992521,1.10079315368564,0.453761391432542,2.42592951817782,0.0152692353799531,0.426640400322218
"GGA2",56.1944848102119,-1.22653597872931,0.50865209795317,-2.41134556146515,0.0158937815137068,0.435550743404466
